epoch,step,train_loss,val_acc,val_loss
0,3899,2.3077757358551025,,
0,3949,2.23370099067688,,
0,3999,2.183161735534668,,
0,4049,2.353989839553833,,
0,4099,2.2906334400177,,
0,4149,2.2796802520751953,,
0,4199,2.37384295463562,,
0,4249,2.3243696689605713,,
0,4299,2.3067128658294678,,
0,4349,2.218427896499634,,
0,4399,2.320923089981079,,
0,4449,2.348893165588379,,
0,4499,2.3217878341674805,,
0,4549,2.3822829723358154,,
0,4599,2.2200846672058105,,
0,4649,2.374791383743286,,
0,4699,2.2840170860290527,,
0,4749,2.359290361404419,,
0,4799,2.368422031402588,,
0,4849,2.2870445251464844,,
0,4899,2.236947536468506,,
0,4949,2.289720058441162,,
0,4999,2.3302156925201416,,
0,5049,2.3199398517608643,,
0,5099,2.3056435585021973,,
0,5149,2.3189938068389893,,
0,5199,2.3258790969848633,,
0,5249,2.3243675231933594,,
0,5299,2.291360855102539,,
0,5349,2.3185293674468994,,
0,5399,2.2935876846313477,,
0,5449,2.3287603855133057,,
0,5499,2.3564651012420654,,
0,5549,2.2963168621063232,,
0,5599,2.399186611175537,,
0,5649,2.284115791320801,,
0,5699,2.289839029312134,,
0,5749,2.3343024253845215,,
0,5799,2.3414313793182373,,
0,5849,2.254053831100464,,
0,5899,2.285881519317627,,
0,5949,2.2549471855163574,,
0,5999,2.3016197681427,,
0,6049,2.301518678665161,,
0,6099,2.2192187309265137,,
0,6149,2.3693976402282715,,
0,6199,2.2220377922058105,,
0,6249,2.278552532196045,,
0,6299,2.3037095069885254,,
0,6349,2.2753794193267822,,
0,6399,2.3127174377441406,,
0,6449,2.3601133823394775,,
0,6499,2.25236439704895,,
0,6549,2.351132869720459,,
0,6599,2.3658499717712402,,
0,6649,2.3084664344787598,,
0,6699,2.3816397190093994,,
0,6749,2.2999045848846436,,
0,6799,2.237138271331787,,
0,6849,2.306886672973633,,
0,6899,2.3532257080078125,,
0,6949,2.2966866493225098,,
0,6999,2.3769330978393555,,
0,7049,2.235340118408203,,
0,7099,2.4017717838287354,,
0,7149,2.2741103172302246,,
0,7199,2.2597427368164062,,
0,7249,2.329073429107666,,
0,7299,2.3422513008117676,,
0,7349,2.300687551498413,,
0,7399,2.2498676776885986,,
0,7449,2.3429653644561768,,
0,7499,2.328372001647949,,
0,7549,2.358227252960205,,
0,7599,2.3278651237487793,,
0,7649,2.2836477756500244,,
0,7699,2.3012006282806396,,
0,7749,2.2233028411865234,,
0,7799,2.3593902587890625,,
0,7849,2.3562862873077393,,
0,7899,2.32299542427063,,
0,7949,2.319455623626709,,
0,7999,2.3141674995422363,,
0,8049,2.3362860679626465,,
0,8099,2.352191686630249,,
0,8149,2.3478031158447266,,
0,8199,2.345688581466675,,
0,8249,2.2946977615356445,,
0,8299,2.2899258136749268,,
0,8349,2.267286777496338,,
0,8399,2.305001735687256,,
0,8449,2.3520700931549072,,
0,8499,2.3159329891204834,,
0,8549,2.341968059539795,,
0,8599,2.2949178218841553,,
0,8649,2.357257127761841,,
0,8699,2.3349056243896484,,
0,8749,2.309906244277954,,
0,8799,2.3359646797180176,,
0,8849,2.333250045776367,,
0,8899,2.2881855964660645,,
0,8949,2.30729341506958,,
0,8999,2.333951234817505,,
0,9049,2.2911667823791504,,
0,9099,2.3575351238250732,,
0,9149,2.325993061065674,,
0,9199,2.285552501678467,,
0,9249,2.3129870891571045,,
0,9299,2.196049690246582,,
0,9349,2.354529857635498,,
0,9399,2.230567216873169,,
0,9449,2.3641676902770996,,
0,9499,2.3029940128326416,,
0,9549,2.227421522140503,,
0,9599,2.123049259185791,,
0,9599,,0.1145000010728836,2.305415153503418
1,9649,2.3043675422668457,,
1,9699,2.1952571868896484,,
1,9749,2.223071575164795,,
1,9799,2.2850489616394043,,
1,9849,2.348848342895508,,
1,9899,2.267848491668701,,
1,9949,2.3344674110412598,,
1,9999,2.2812438011169434,,
1,10049,2.325753688812256,,
1,10099,2.334958553314209,,
1,10149,2.3631484508514404,,
1,10199,2.2748970985412598,,
1,10249,2.3020808696746826,,
1,10299,2.2925655841827393,,
1,10349,2.2249579429626465,,
1,10399,2.355790615081787,,
1,10449,2.3369336128234863,,
1,10499,2.3427035808563232,,
1,10549,2.3300282955169678,,
1,10599,2.307992458343506,,
1,10649,2.30503249168396,,
1,10699,2.264862537384033,,
1,10749,2.3214848041534424,,
1,10799,2.3193278312683105,,
1,10849,2.3144330978393555,,
1,10899,2.3210930824279785,,
1,10949,2.3228652477264404,,
1,10999,2.323958158493042,,
1,11049,2.342878580093384,,
1,11099,2.29763126373291,,
1,11149,2.295567035675049,,
1,11199,2.265413999557495,,
1,11249,2.301337718963623,,
1,11299,2.2725486755371094,,
1,11349,2.274927854537964,,
1,11399,2.2786056995391846,,
1,11449,2.308659315109253,,
1,11499,2.3246397972106934,,
1,11549,2.2777011394500732,,
1,11599,2.278790235519409,,
1,11649,2.3063559532165527,,
1,11699,2.1982924938201904,,
1,11749,2.3025946617126465,,
1,11799,2.2747721672058105,,
1,11849,2.247755527496338,,
1,11899,2.3323657512664795,,
1,11949,2.2837235927581787,,
1,11999,2.26119065284729,,
1,12049,2.3087351322174072,,
1,12099,2.260593891143799,,
1,12149,2.3972561359405518,,
1,12199,2.328181028366089,,
1,12249,2.296712875366211,,
1,12299,2.265361785888672,,
1,12349,2.3008337020874023,,
1,12399,2.2758281230926514,,
1,12449,2.2720601558685303,,
1,12499,2.270852565765381,,
1,12549,2.345677375793457,,
